id,speaker,text
413,obama,"The images from this massacre are sickening:  Men, women, children lying in rows, killed by poison gas"
414,obama,"That doesn't mean that they don't still have a burden to shoulder, that they don't have some responsibilities"
415,obama,It's an approach that has been debated and changed and I believe improved over the last year
416,obama,"We have to do that work, but it’s important that we acknowledge the facts"
417,obama,"Our new American majority can end the outrage of unaffordable, unavailable health care in our time"
418,obama,They founded the first Islamic center in New York City in the 1890s
419,obama,"But in the darkest hours, the people of Berlin kept the flame of hope burning"
420,obama,More of our tax dollars will go toward paying off the interest on our loans
421,obama,That is a goal that the parties agreed to in the road map and at Annapolis
422,obama,And it’s important to recognize that nuclear energy doesn’t emit carbon dioxide in the atmosphere
423,obama,"We gather here, on a Sabbath, during a time of profound difficulty for our nation and for our world"
424,obama,It’s long been said that the United States and the United Kingdom share a special relationship
425,obama,Democrats and Republicans in this chamber have supported unemployment insurance plenty of times in the past
426,obama,It's not ignoring the enormity of the tasks ahead or the roadblocks that stand in our path
427,obama,"That’s true in Yemen, where President Saleh needs to follow through on his commitment to transfer power"
428,obama,And we haven't raised income taxes by a single dime on a single person
429,obama,"All of these states also share a strong tradition of hunting, and sport shooting, and gun ownership"
430,obama,We finally strengthened -- We finally strengthened our laws to protect against crimes driven by hate
431,obama,Indonesia has also been at the forefront of pushing for more attention to human rights within ASEAN
432,obama,"The executives at NBC asked, “What’s your secret?”So, yes, maybe I have lost a step"
433,obama,"Then soon after, Cory served on his 10th deployment since 9/11 -- that's right, his 10th deployment"
434,obama,"If another attack on our homeland comes, it will likely come from the same region where 9/11 was planned"
435,obama,We believe people everywhere would see their economies crippled by a cut-off in energy supplies
436,obama,And he tried to instill in his colleagues that same sense of empathy
437,obama,That is an achievable goal if we pursue a comprehensive plan to press the Iraqis stand up
438,obama,"King's birthday, but it strikes me that understanding our history and knowing what it means, is an everyday activity"
439,obama,"Because we hold our leaders accountable, and insist on a free press and independent judiciary"
440,obama,The average CEO has gotten a raise of nearly 40 percent since 2009
441,obama,Our thoughts and prayers are with the families who have been directly impacted
442,obama,"And as long as I’m your Commander-in-Chief, I am not going to let that happen"
443,obama,"You know, I recognize that times have changed since I first spoke to this convention"
444,obama,"We speak not as members of the EU, but as close friends of both Turkey and Europe"
445,obama,We do expect everybody can go as far as their dreams and hard work will take them
446,obama,But that is why the voices for peace and progress must be raised together
447,obama,"So it's the middle class that gets squeezed, and that’s who we have to help"
448,obama,"Four of them are here today -- Grant Fritz, Julia Stokes, Hinna Zeejah, and Teja Goode"
449,obama,We'll also create a new research center with a simple mission:  to measure what works and what doesn't
450,obama,And securing the gains this country has made requires the vigilance of its citizens
451,obama,We also eliminated a $120 million program that allows folks to get their Earned Income Tax Credit in advance
452,obama,"So in Israel, we see values that we share, even as we recognize what makes us different"
453,obama,Our approach lowers the government’s health care bills by reducing the cost of health care itself
454,obama,"Programs like unemploymentinsurance, student loans, veterans’ benefits, and tax credits for working families take up another 20 percent"
455,obama,"Gone in a horrible instant, they now ""dwell in the House of the Lord forever"
456,obama,"And finally, let me say this to the American people: I know well that we are weary of war"
457,obama,We have a point of view and we won't be shy about expressing it
458,obama,"And standing up, with courage and clear purpose, they somehow managed to change the world"
459,obama,"Now, before I go any further, I want to take a moment to speak directly to the people of Iraq"
460,obama,"In short, I released these memos because there was no overriding reason to protect them"
461,obama,The world must now recognize Latin America for the dynamic and growing region that it truly is
462,obama,"As has been mentioned, for one family, the Daniels family, old wounds are ripped open again"
463,obama,So I want to conclude by speaking directly to the people of India who are watching today
464,obama,She recently became the first woman to enroll in coverage through Delaware’s exchange
465,obama,This is how we will prevail in this great test of our time
466,obama,It has not met its obligations and it rejects offers that would provide it with peaceful nuclear power
467,obama,"The shooting stopped and they negotiated a safe surrender, saving those American lives"
468,obama,"To do so, we must return to the wisdom of those who created this institution"
469,obama,"To achieve a global ban on nuclear testing, my administration will immediately and aggressively pursue U"
470,obama,So far the Small Business Administration has approved loans and allowed many small businesses to defer existing loan payments
471,obama,"”  That’s what good schools can do, and we want good schools all across the country"
472,obama,"It’s a dangerous game that we’ve never played before, and we can’t afford to play it now"
473,obama,So we’re proud to be your partner in standing up for the rights of women and children
474,obama,Past eras have seen controversies about the construction of synagogues or Catholic churches
475,obama,"They can, and they must, and they will meet higher standards in our time"
476,obama,The point is the ups and downs in gas prices historically have tended to be temporary
477,obama,It will be easy to take issue with a particular change in a particular program
478,obama,"Because where you’re sitting, in this very place, in this town, it’s happened before"
479,obama,"After a firefight, they killed Osama bin Laden and took custody of his body"
480,obama,Because part of ending a war responsibly is standing by those who have fought it
481,obama,"This, in turn, has short-changed investments in our own people, and contributed to record deficits"
482,obama,"Among some Muslims, there's a disturbing tendency to measure one's own faith by the rejection of somebody else's faith"
483,obama,What did you think?  Were they pretty good?  Hooah!It is great to be back
484,obama,"The ranks of member states has more than tripled, and more people live under governments they elected"
485,obama,It results in an economy that invests too little in its people and in its future
486,obama,"I don't fit the typical pedigree, and I haven't spent my career in the halls of Washington"
487,obama,Robert and Gary Allen are brothers who run a small Michigan roofing company
488,obama,"They're a generation of innovators, and they’ve changed the way America fights and wins at wars"
489,obama,"I've spent a little bit of time with her now, and you can tell she is not messing around"
490,obama,It’s why I believe that the walls in that room began to shake at that moment
491,obama,"From the beginning, we have made clear that the change they seek must be driven by their own people"
492,obama,"And by any measure, they have earned their place among the greatest of generations"
493,obama,"Sixty-five years later, his son continues to introduce that same bill at the beginning of each session"
494,obama,"For months, the Iranian people have sought nothing more than to exercise their universal rights"
495,obama,Philip Randolph; women like Mary McLeod Bethune and Betty Friedan -- they’re Americans whose names we know
496,obama,But the principle that rates are going to need to go up he's conceded
497,obama,Neither Assad nor his allies have any interest in escalation that would lead to his demise
498,obama,"Thank you, God bless you, and may God bless the United States of America"
499,obama,We needed a new overarching strategy to meet the challenges of a new and dangerous world
500,trump,And now I’m going to fight for you – the American people – like nobody has ever fought before
501,trump,"""There was a word – two words that used to be used a lot called ""silent majority"""
502,trump,"Tom is asking ""Can Jeb make a comeback?"" I think it’s going to be very hard"
503,trump,"Petraeus was, you know, essentially – look, I don’t want to get into it with the poor guy"
504,trump,Thousands and thousands of people standing outside of an airplane hangar because the hangar was packed
505,trump,"It’s going to need to — it’s going to lead to tremendous nuclear proliferation, and they’re so rich now"
506,trump,"We’re going to make America great again, folks, I’m telling you folks, we’re going to make America great again"
507,trump,"In fact, Clinton's State Department was in charge of the admissions process for people applying to enter from overseas"
508,trump,But Israel has not been given the credit that they deserve for what they’ve done
509,trump,"We are going, and remember this; we are only going to have great trade deals, OK"
510,trump,I think it might have been the biggest in terms of political in the history of cable television
511,trump,"Immigration is a privilege, and we should not let anyone into this country who doesn’t support our communities"
512,trump,"When they give up looking for a job, they take them off of the stats"
513,trump,"The families of these wonderful people are totally devastated, and they will be forever"
514,trump,But you know — although I think last night I gave her a big headache
515,trump,It has to do with the fact that what he says is very divisive
516,trump,"I’m a man that’s built a tremendous company with the best locations in real estate, the best everything"
517,trump,"Believe me, I love this location but I know I can be someplace else"
518,trump,"As soon as she arrived, she found that pretty snake she’d taken in had been revived"
519,trump,"I don’t think the bad guys are going to say, ""Well, I don’t want to break the law"
520,trump,"They spent thousands and thousands of ads nationwide – listen to this one – 55,000 negative ads on me"
521,trump,What do you have to do that for? Every week they come out with a new poll
522,trump,"And, by the way, she was not awake to take that call at 3 o’clock in the morning"
523,trump,We could turn off that spigot by charging them tax until they behave properly
524,trump,And what the press should really do is take a look at how much money is left
525,trump,We need to be clearsighted about the groups that will never be anything other than enemies
526,trump,"I mean, if you want a reference, Bobby Knight in Indiana, we love Bobby Knight"
527,trump,"The silent majority, believe me, is back and I think we can use it somewhat different"
528,trump,"Because if you do that, we’re going to put a big fat tax on you"
529,trump,They’ve devalued the yen to such an extent that it was virtually impossible for Caterpillar to compete
530,trump,""" I mean, even CNN said, ""Number one political story of the year is Trump"
531,trump,I have pointed this out during my speeches and it is something Mexico doesn’t want me to say
532,trump,"And I said, ""I’ll do it but we have to talk about the country"
533,trump,"20,000 fewer people in the labor force in Wisconsin than seven years ago even though population has grown by 100,000"
534,trump,"And they are dominant and we have made them that way, folks, we have made them that way"
535,trump,"But when you think about it, we have 93 million people that are right now out of the labor force"
536,trump,"That had to be 20,000 people inside this massive convention center and it was incredible"
537,trump,"So many victories that are going to be coming out…In fact, you might get tired of victories"
538,trump,"In fact, one of the newscasts tonight said he went down 15 or 20 percent"
539,trump,"And we need the rich in order to make the great, I’m sorry to tell you"
540,trump,"Now, the good news is I sold it for a wonderful – I was very happy with that"
541,trump,"I did a lot of great deals, and I did them early and young"
542,trump,"He said, ""We are in the worst shape in terms of preparedness that we’ve been in in decades"
543,trump,"And they are, they’re declaring Marco Rubio the big loser of the night, which is true"
544,trump,"Millions and millions of jobs, thousands and thousands and thousands of plants, manufacturing plants, warehouses"
545,trump,"‘But if I hadn’t brought you in by now, heaven’s sake you might have died"
546,trump,It is one of the dumbest deals and one of the weakest contracts I’ve ever seen of any kind
547,trump,"You know, we started at nothing because nobody believed I was going to [run]"
548,trump,But I was very happy that she got into the debate because frankly she deserves to be in the debate
549,trump,"I’d like to begin by thanking the people of Montana, South Dakota, New Mexico, New Jersey and California"
550,trump,"""But you know, I really want to be a nice person and I am a nice person"
551,trump,You know one of the reasons we didn’t bomb the oil? Obama didn’t want to hurt the environment
552,trump,"I even held up my hands, and said, ""Look, take a look at that hand"
553,trump,I have always heard that it is very hard for a successful person to run for President
554,trump,How could it be possible? And we’re one of the only countries where that takes place
555,trump,"I’ve got 15,000, I don’t know what the hell he means by that but that’s OK"
556,trump,We’re taking away deductions and that’s one of the reasons we’re able to lower it
557,trump,BECAUSE THE ONE THING THAT BERNIE SANDERS AND I HAVE IN COMMON WAS TRADE
558,trump,"He gave the world his apology tour, we got ISIS, and many other problems, in return"
559,trump,I was in favor of her being – I think she should be in the debate
560,trump,They had some Oreos before on the plane and I said I don’t want to touch them
561,trump,"No, no, think — you’ll have to move out of this — I love this area, by the way"
562,trump,You have Rubio and he is a nice guy but you’ve got to vote
563,trump,"In this building right upstairs, I have the largest bank in the world from China"
564,trump,"So someday, someday they’re going to understand, someday when we take it all, they’ll understand"
565,trump,"I mean, at least you can say that Ted has won something, and you know, Marco has not won"
566,trump,And I am so intent on putting people back to work in this country
567,trump,"So by the time it gets over there, then they turn it over ""We don’t want it"
568,trump,""" And I wanted to go up and I wanted to hug that television set"
569,trump,We have a country that’s sitting on a big fat bubble that’s going to explode
570,trump,And Jerry to top it off has taken it to a whole new place
571,trump,And then he’ll never file this and that and then you’d have to sign your life away
572,trump,"I mean, you are signing in programs, things that you will never, ever use, You know that"
573,trump,"And even if you get one of these Republicans in, like, I didn’t finish the — so, the wall"
574,trump,"Well, they couldn’t find it because what have they done that’s good? And they said bringing peace to Syria"
575,trump,"And when Chris called, he said this is a movement; this is something like I’ve never seen"
576,trump,"They can’t get jobs, because there are no jobs, because China has our jobs and Mexico has our jobs"
577,trump,THEY WOULD HAVE LEFT AND WE WOULD HAVE LEFT AND WE WOULD HAVE BEEN BACK IN TWO WEEKS
578,trump,And it’s been just so beautiful to watch this company grow and to watch it grow so strongly
579,trump,I’m going to be a good president for the world but we have a country that’s in big trouble
580,trump,"They have no – you know, the $150 billion we gave to Iran, these people have no concept"
581,trump,"He loves Common Core, meaning he wants your kids educated from Washington, which is immediately no good"
582,trump,The Clintons have turned the politics of personal enrichment into an art form for themselves
583,trump,"We need a mentality that’s going to – you know, we’re at $19 trillion in debt"
584,trump,And they have one of the highest ratings they’ve had in a long time
585,trump,"So I have a total net worth, and now with the increase, it’ll be well-over $10 billion"
586,trump,We need somebody with incredible energy but incredible intelligence and all of those things
587,trump,"We'll be into a different mode, and our country will be further destroyed"
588,trump,But they have to respect us and they have to understand where we’re coming from
589,trump,"They said it was $18 million the first week, meaning last week, and $25 million"
590,trump,"Now, why would we put a guy like Jeb, like some of the others"
591,trump,I toured the plants and they do a fantastic job but it’s so important
592,trump,"It’s $19 trillion now but with a budget that was recently done, soon it will be $21 trillion"
593,trump,"I have many, many executives upstairs and in different buildings that I have that are women"
594,trump,Those people that are putting up those millions of dollars have total control over your candidate
595,trump,They didn’t mention at one of their meetings? I think they had breakfast like everyday or every other day
596,trump,But this is something – and I’ve been watching it for a long time – everybody agrees to
597,trump,So he’s an insider but it’s almost like the man on the street because he can’t get anything done
598,trump,"They’re gonzo, they’re gone or they’re failing badly, OK, and they’ll be gone soon"
599,trump,"But what do they also get out of that deal? First of all, they’re going to get nuclear"
600,trump,"So whether it’s matter of national security, or financial security, we can’t afford to keep on going like this"
601,trump,"He said ""Donald Trump is"" – I think he used the word – ""terrific"""
602,trump,But we’re going to do a good job and we’re going have a fantastic show
603,trump,"When you see Pfizer moving to Ireland and you see so many other companies, constantly now they’re leaving"
604,trump,"My taxes will – first of all, I’ll have a much simpler tax statement"
605,trump,"That’s a sign of affection, and it’s a sign of respect, and I really do appreciate it"
606,trump,But other businesses – I sort of – like the shirts and the ties with Macy’s
607,trump,"And I say, ""What are we doing? How stupid are we? No tax, no nothing"
608,trump,We have something happening that actually makes the Republican Party probably the biggest political story anywhere in the world
609,trump,"And then keep going, keep going and eventually they would get tired and say, this guy is crazy"
610,trump,"""  I don’t know if it was presidential, honestly, whether it is or not"
611,trump,"I’ll tell you what, Mexico in a certain way is in a mini-version the new China"
612,trump,The people in this community -- every time I see them they want education locally
613,trump,"Literally every day, Iran provides more and better weapons to support their puppet states"
614,trump,Do you know if you want to become a citizen of Mexico – I love the Mexican people
615,trump,when you do a little research on that I think it’s not going to be a factor
616,trump,"They’ve got terror cells everywhere, including in the western hemisphere very close to home"
617,trump,SO WHO HAS THE OIL RIGHT NOW? A LOT OF THE OIL IS HAD BY ISIS
618,trump,The whole world will be safer if our allies do their part to support our common defense and security
619,trump,We’ve got Social Security that’s going to be destroyed if somebody like me doesn’t bring money into the country
620,trump,"He has been a great divider for this country, and that should not have happened"
621,trump,"So, I really – it’s an honor to be with you folks, I can tell you"
622,trump,Do I think it’s time to have some of the other Republican candidates drop out? Yes
623,trump,"But once it’s straightened out, they could go home to their country, you know, to their area"
624,trump,""" Right?These people – and you know I have arguments with them all the time and I’m a practical guy"
625,trump,It’s so great to be at Mar-A-Lago with friends and the press and the media and everybody
626,trump,"And you know, in theory you could say ""Well, maybe it’s not my thing"
627,trump,How the hell can you vote for this guy? You just can’t do it
628,trump,"They didn’t report them, and the reason they didn’t is because they don’t disagree with them so much"
629,trump,And I think more importantly than anything else we are going to start winning again
630,trump,I think that might actually be more and better than getting 62% in New York
631,trump,I have a plan that Larry Kudlow and so many others think is the best plan they’ve seen
632,trump,"Yeah, it’s called the statute of limitations, right? And you know it’s a six-year year statute"
633,trump,"I mean, he — by the way, I met 69 percent, he is at 1 percent, he got"
634,trump,"So if they didn’t say they got the money, which they all did, 100% got the money"
635,trump,"And I will tell you, they’re going to end up liking us better than they do right"
636,trump,So when you think of it — and then they say you’ll never be able to build a wall
637,trump,"And when he runs, you got to remember his brother really gave us Obama"
638,trump,And they have to do it fast and not just talk about it
639,trump,"You know, we had a situation in California very recently where somebody was making bombs in an apartment"
640,trump,"I took a deep breath and I said, ""Let’s go"" to my wife and we came down that escalator"
641,trump,"They’re going to destroy a man’s life?And then I have Cruz saying, ""Oh, that was a terrible thing"
642,trump,"When I’m president, I will adopt a strategy that focuses on three things when it comes to Iran"
643,trump,"So everyone says, you have the right temperament – I have a great temperament"
644,trump,"And in the package that we gave you, you’ll see there’s a poll and I’m number one with Hispanics"
645,trump,"But you know what? We’re going to go to Florida, we’re going to spend so much time in Florida"
646,trump,"We ought to send some real junk, because, frankly, it would be — we ought to send our surplus"
647,trump,"But she responded to a friend, but she doesn’t respond to an ambassador that’s asking for help"
648,trump,"You see, they were asking – they were giving statements in a sarcastic, disgusting way"
649,trump,"I mean, some votes were stolen from Ben Carson, which by the way was a disgrace"
650,trump,""" What was it like 18 months later? So the enemy all of sudden said, ""Wow"", ‘cause don’t believe it"
651,trump,"And when I started this journey, and it is a journey, and I do love you people"
652,trump,"And if they bring it back, they’ll be using it to invest in our country"
653,trump,"China, you go there now, roads, bridges, schools, you never saw anything like it"
654,trump,And we’re going to save your Social Security and we’re going to save your Medicare
655,trump,"And what happens? What happens? So I filed and everyone said ""Oh, I can’t believe it"
656,trump,"So I said we’re going to try to get rid of that and I think we’ll be very, very successful"
657,trump,"I would have made – poor Jeb Bush, I mean, this poor guy with his low energy"
658,trump,I watched last night and I watched the president truly that didn’t know what he was doing
659,trump,"So, he made a statement, and after that, his spin people said, oh, he was great"
660,trump,His tariff on Japanese motorcycles was 45% and his tariff to shield America’s semiconductor industry was 100%
661,trump,"According to Pew Research, 99 percent of the people in Afghanistan support oppressive sharia law"
662,trump,"And you know, it’s always tough when you’re on live television all the time"
663,trump,She wants to take away American’s guns and then admit the very people who want to slaughter us
664,trump,"Even if I lose, I’ll pledge it, okay? I don’t think I’ve ever said that in my life"
665,trump,"And remember, us and all we’re doing, they have to appreciate what we’ve done to them"
666,trump,"With that being said, you know, I have a good chance of winning because you look at what’s going on"
667,trump,"‘Oh well,’ she cried, ‘I’ll take you in, and I’ll take care of you"
668,trump,"And if you read the front page of the Wall Street Journal about Mitt Romney, he looks like a fool"
669,trump,"So, when the people up on the stage with me — and Hillary, Hillary doesn’t have a clue"
670,trump,"And by the way, Iraq, with the second largest oil reserves anywhere in the world"
671,trump,"And now, I’m going to fight for you, the American people like nobody has ever fought before"
672,trump,"In fact, I had more people at the end than I had at the beginning"
673,trump,They knew he was a traitor because a general and a colonel went to see his group
674,trump,"Now it’s 60,000 negative ads – most of which are absolutely false and disgusting"
675,trump,"And that adds up to $5,600,000 total and we’re going to have some more coming in"
676,trump,They’re closing plants all over Michigan to build a plant in — in Mexico
677,trump,The power of weaponry is the single biggest problem that we have today in the world
678,trump,We’re going to turn this country around and we’re going to be the smart people
679,trump,"Now you have all these people going because they said, ""Oh man, Trump is terrible"
680,trump,I wish I would have devoted two more days to Ohio because I almost won in Ohio
681,trump,"They used to move from New York to Florida, or they’d move from New Jersey to someplace else, Chris"
682,trump,We also must ensure the American people are provided the information they need to understand the threat
683,trump,But it has left millions of our workers with nothing but poverty and heartache
684,trump,You can not do it! There is only one way you treat that kind of behavior
685,trump,How stupid is that? Because they devalued the yen so much and people are buying Komatsus instead of Caterpillars
686,trump,I am totally in favor of vaccines but I want smaller doses over a longer period of time
687,trump,I’m in hotel and I look at the ads and Cruz makes up these ads
688,trump,They’ve been forming since last night and I’m going to be signing books starting at 12 p
689,trump,"In fact, I’d love him to leave early and play, that would be a very good thing"
690,trump,"…And by the way, some of the media’s terrific but most of it 70%, 75% is absolute dishonest, absolute scum"
691,trump,He said it’s virtually impossible to get his goods and he makes better stuff than they do
692,trump,"And I said, ""Why is it that you folks are pushed around so much?"" Christianity"
693,trump,"But I think she’s afraid he’s going to say, ""Listen, I don’t like her anymore"
694,trump,"I thought if we could get to $1 million, it would be great, which it would have been"
695,trump,I have great respect for Mexico and love their people and their peoples’ great spirit
696,trump,"But he’s done an amazing job and I think we’re going to see something really, really fantastic"
697,trump,"How long did it take you to get the environmental impact statements?"" He laughed"
698,trump,"No matter who it is, no matter who they are, we received more votes"
699,trump,"Jones gets a bigger dividend, he’s going to have more money to spend in the economy"
700,trump,If you were in my world you would know that e-mails can't be lost; they can't be lost
701,trump,"You’d think somebody – even a liberal person or a Democrat liberal and I mean, really liberal"
702,trump,"And you know, Cruz thought he was going to have him and used him in his speech – ""Sen"
703,trump,"We’re going to take care of it, and it’s going to be done in a very humane way"
704,trump,"You know, when you look at costs, we just spent $1 million building a soccer field"
705,trump,You could say there’s 15 different names given out for different kinds of deductions or increases
706,trump,"But he said on one of — I think it was on Fox, he was being interviewed"
707,trump,The point is law enforcement – these people didn’t allow you to have any more people
708,trump,Throw them a ball if they have to play soccer – if they have to play at all
709,trump,"And people, the politicians are saying, ""How can you possibly get them to pay?""Let me tell you something, folks"
710,trump,We have to stop the tremendous flow of Syrian refugees into the United States
711,trump,And the reason I’m getting that — and I’m going to do great with the Hispanics
712,trump,He doesn’t see how Mexican leadership is outsmarting President Obama and our leadership in every aspect of negotiation
713,trump,"But my wife said to me ""You know if you run you will win"
714,trump,I am skeptical of international unions that tie us up and bring America down and will never enter
715,trump,But the $150 billion is gone because it’ll be gone before you get there
716,trump,"Not only the number of deaths, which are obviously – that’s what’s going on is incredible"
717,trump,"TRUMP: All of a sudden, at the last moment, this big car manufacturer, foreign, announces they’re not going to Tennessee"
718,trump,They’re not being responsible because we’re losing a lot of people because of the Internet
719,trump,"I think it was like 50,000 or 60,000 more than they’ve ever had before"
720,trump,I guess I just heard when I walked in one just came out that we’re 10 points up
721,trump,"The other day I was in Florida, we had 12,000 people in Sarasota at 12 p"
722,trump,"And now I’m building all over the world, and I love what I’m doing"
723,trump,I sell apartments for — I just sold an apartment for $15 million to somebody from China
724,trump,He’s a got a very friendly group of people over there that they don’t think so
725,trump,"No, he has no respect for our President and our President doesn’t like him in all fairness"
726,trump,"Yes, there are many radicalized people already inside our country as a result of poor policies of the past"
727,trump,"I mean, he’s somebody that I can certainly see that because I like him, he likes me"
728,trump,"THEY WOULD HAVE SAID, WHAT DO YOU MEAN YOU HAVE TO GIVE US -- NO, NO, WE WANT TO"
729,trump,"And I think when the press portrays it differently, the press is being very dishonest"
730,trump,That’s why being a builder and a great builder and a very successful builder I think will greatly help
731,trump,"I KEPT WAITING FOR THE WHOLE DELEGATION, I KEPT WAITING FOR THEM TO LEAVE, TO GET UP AND LEAVE"
732,trump,"In Florida, they spent $38 million on negative ads and I won it in a landslide"
733,trump,In fact it could be happening right now which would be very nice as far as I’m concerned
734,trump,"I’ll tell you what, it takes a lot of courage to run for president"
735,trump,""" I was against going into Iraq from the very beginning, from the very beginning"
736,trump,He’s a good guy – a really good guy – and his staffers and hopefully they get better
737,trump,And we have – we’ll do what we have to do in terms of ISIS and all
738,trump,The terrorist attack on Pulse nightclub demands a full and complete investigation into every single aspect of the assault
739,trump,Remember the old days when the doctor used to come to your house? Right?Beada remembers that
740,trump,And it’s another form of let’s stay away from OPEC and let’s stay away from that Middle East stuff
741,trump,"OKAY? SO WHEN OUR ENEMIES LOOK AT WHAT IS GOING ON WITH OUR COUNTRY, THEY SEE OUR DEFICITS"
742,trump,It’s not an easy job when he had 17 egos and now I guess he’s down to one
743,trump,Ben is paying 70 to almost 80 cents on the dollar to raise money
744,trump,"You know, we have 93 million people that are not in the workforce right now"
745,trump,"And we are going to be a much bigger party, and you can see that happening"
746,trump,"We will move the American embassy to the eternal capital of the Jewish people, Jerusalem"
747,trump,"But when you have free trade, you need smart people running your side of the free trade"
748,trump,"America is getting taken apart piece by piece, auctioned off, and just rapidly, auctioned off to the highest bidder"
749,trump,So second amendment by the way -- this is a room loves the second amendment
750,trump,"The problem is we have politicians who truly, truly, truly don’t know what they’re doing"
751,trump,Her husband signed perhaps in the history of the world the single worst trade deal ever done
752,trump,So bottom line I think I might ask for a lot of money for charity but you know
753,trump,Five: I am going to instruct my Treasury Secretary to label China a currency manipulator
754,trump,"Jamiel Shaw, an unbelievable young man, was killed, just shot right through the head by an illegal immigrant"
755,trump,I wonder if Time Magazine had that one to do over again what they’d say
756,trump,"In fact, I guess in terms of money per vote, I’m about at the bottom, meaning the most efficient"
757,trump,And then you go to other countries and you see places like you’ve never seen
758,trump,"They are totally controlled by the money, and that’s not good for our country"
759,trump,"I took a deep breath and I went down and I talked about lots of things, including illegal immigration"
760,trump,"I said, ""The people of Iowa can’t be that stupid or the people of the country can’t – """
761,trump,"You know, Hillary wanted to approve it but she’s been dragged so far left, that’s she’s – forget it"
762,trump,"If I told Carl, Carl, watch over China trade, we’re going to be in great shape"
763,trump,So I was watching upstairs and it was really amazing to be watching what I was watching
764,trump,I had a big lobbyist asked me to have – he wanted to give me $5 million for my campaign
765,trump,What do you think they're going to say oh we won't bring that up this time
766,trump,"But if I get in there, it’s going to change, and it’s going to change quickly"
767,trump,"I think that agreement is a disaster for this country, for Israel, for the Middle East"
768,trump,"And we’re getting rid of carried interest, which is something that a lot of rich hedge fund guys love"
769,trump,"But then America changed its policy from promoting development in America, to promoting development in other nations"
770,trump,"The guy got a beautiful house, got a big lawn, put up a tent"
771,trump,"WE HAVE SOME OF THE GREATEST NEGOTIATORS, MAYBE THE GREATEST IN THE WORLD AND WE DON'T USE THEM"
772,trump,"""And the number that they talk about when they say 5% unemployment – it’s a fictitious number"
773,trump,"You may not want anymore…And everyone stood up and said ""No, no, no, we want to keep winning"
774,trump,I was going to give it to three companies or three groups and we couldn’t vet them quickly
775,trump,"They said, ""How are you going to get them to pay?""I said, ""It’s so easy"
776,trump,I must say this tremendous run that we’ve had started with New York when we had almost 62%
777,trump,It’s not like something where they don’t get – like there’s big disputes and we understand that
778,trump,"By the way, the Sheriff is here and he’s a great guy and his people are fantastic"
779,trump,TRUMP: Immigration from Afghanistan into the United States has increased nearly five fold — five fold in just one year
780,trump,"And I have people that come from far — they are all here legally, don’t worry about it"
781,trump,"I remember when he was on the campaign trail, I was so nice to him"
782,trump,"They’ll probably if they actually raised money for me, they’ll say ""What a horrible thing he just said"
783,trump,Every negative ad they see about me is paid for by lobbyists and special interests
784,trump,"""I mean, the one bad thing about our system, we have a system that got flaws"
785,trump,"Do you do that, Des Moines Register?But every time I have a Des Moines Register poll, I do poorly"
786,trump,"Take a look at what's happening with — you know, just the Veterans Administration hospitals"
787,trump,"Then, instead of taking charge that night, Hillary Clinton decided to go home and sleep"
788,trump,And I bought the Bonwit Teller store Fifth Avenue from 57th to 56th street surrounding Tiffany
789,trump,"Do I know how to build a wall? Do I know how to build infrastructure?You know, it's very interesting"
790,trump,"Trump,"" and she was telling other people, and I actually called her, and she said, ""You know, Mr"
791,trump,The Navy has shrunk from over 500 ships to 272 ships during this same period of time
792,trump,"And our jobs market, we’re going to have it rocket again, we’re going to make great trade deals"
793,trump,We need to tell the truth also about how radical Islam is coming to our shores
794,trump,"If you look at China, if you look at Japan – I was in Los Angeles a few weeks ago"
795,trump,An agreement imposed by the United Nations would be a total and complete disaster
796,trump,"But you have to hit back hard, and you can’t let them push you around"
797,trump,"For the people and real estate brokers, they take these massive percentages of the money they raise"
798,trump,"It was Bill Clinton who signed NAFTA in 1993, and Hillary Clinton who supported it"
799,trump,"When they call up, ""We’d like to speak to the donor that is negotiating it"
800,trump,"But today, there’s only one thing to discuss, the growing threat of terrorism inside of our borders"
801,trump,"Take a look – on me, he’s going to lose this state – I won in a landslide"
802,trump,President Obama watches helplessly as North Korea increases its aggression and expands further and further with its nuclear reach
803,trump,"Civil war, religious fanaticism, thousands of Americans and just killed be lives, lives, lives wasted"
804,trump,But they agree and they can’t get it doen because of gridlock and incompetent leadership
805,trump,"And Don went to _____, you were all over, right?He loves the rifle stuff"
806,trump,"I have great respect for China, but their leaders are too smart for our leaders"
807,trump,And one of the problems that we have is our currency right now is not competitive with other currencies
808,trump,But their leaders are killing us on the border and they’re killing us on trade
809,trump,"We spent $2 trillion, thousands of lives lost, wounded warriors who we all love all over the place"
810,trump,"This was Rubio that said, ""He has small hands and you know what that means"
811,trump,Because they’re not getting stuff out because everybody – Japan and China in particular – is devaluing their currency
812,trump,And I tell you that only for one reason – that’s the thinking we need in Washington
813,trump,"And I promise, if they turn negative, I’m not going to be talking about them"
814,trump,But those 50 soldiers because of that announcement have a target on their heart
815,trump,"A couple of people on the stage that I really respect, I’ve gotten to respect"
816,trump,"You’ve made that agreement, you have to stand by it and the world will be a better place"
817,trump,AND NOW WE RAISED $51 MILLION LAST MONTH AND WE STARTED TOWARD THE MIDDLE OF THE MONTH
818,trump,"And my whole life, you know, I’ve said this before, my whole life as a business person is this"
819,trump,"I mean, actually violated many, many laws, not just like a little one here"
